PLOT	SPECIES	HEIGHT	STATUS	LIGHT	CONS	CONBA
1	PSYBRA	52	1	0.205	1	18.01648409
1	PIPGLA	40	1	0.205	1	0.899202357
1	PIPGLA	33	0	0.205	1	0.899202357
1	ANDINE	41	0	0.205	0	0
1	PREMON	90	1	0.205	6	3633.102678
1	SLOBER	130	1	0.205	1	67.54573431
1	GUAGUI	26	1	0.205	6	0
1	DACEXC	23	0	0.205	0	849.598023
1	OCOSIN	15	1	0.205	1	0
1	PREMON	72	1	0.205	6	3633.102678
1	GUAGUI	13.9	0	0.205	6	0
1	MYRSPL	33	1	0.205	0	2.630219909
1	SLOBER	15	0	0.205	1	67.54573431
1	SAPLAU	12	0	0.205	0	383.596317
1	GUAGUI	15	0	0.205	6	0
1	PREMON	45.4	1	0.205	6	3633.102678
1	PREMON	45	1	0.205	6	3633.102678
1	INGVER	20	0	0.205	0	0
1	PREMON	55	1	0.205	6	3633.102678
1	PREMON	44	1	0.205	6	3633.102678
1	GUAGLA	26.9	1	0.205	2	0
1	GUAGLA	13	0	0.205	2	0
1	GUAGUI	14	0	0.205	6	0
1	GUAGUI	11	0	0.205	6	0
1	GUAGUI	12.5	0	0.205	6	0
1	OCOSIN	22.9	0	0.205	1	0
1	PREMON	80	1	0.205	6	3633.102678
1	GUAGLA	22	0	0.205	2	0
2	PREMON	34.5	1	0.13	3	2073.796727
2	DACEXC	15	0	0.13	0	5399.874853
2	ANDINE	24	0	0.13	0	655.9724001
2	PREMON	29	1	0.13	3	2073.796727
2	PREMON	19	1	0.13	3	2073.796727
2	SAPLAU	14	0	0.13	1	0
2	GUAGUI	11	0	0.13	2	201.0619298
2	PSYDEF	21.9	0	0.13	0	0
2	PREMON	37	0	0.13	3	2073.796727
2	GUAGUI	11.2	1	0.13	2	201.0619298
2	TETBAL	12	0	0.13	0	27.54344235
2	SAPLAU	11	0	0.13	1	0
2	GUAGUI	14	0	0.13	2	201.0619298
3	TETBAL	18.2	0	0.206	4	1153.243556
3	MANBID	17	1	0.206	4	731.9390949
3	SCHMOR	23.5	1	0.206	5	0
3	MYRLEP	39	1	0.206	4	214.6208866
3	ALCFLO	14	0	0.206	1	0
3	TETBAL	21.9	0	0.206	4	1153.243556
3	EUGSTA	30	1	0.206	1	6.649023772
3	MICPRA	35.8	1	0.206	0	61.22359325
3	TETBAL	32	1	0.206	4	1153.243556
3	EUGSTA	12	1	0.206	1	6.649023772
3	MYRLEP	133	1	0.206	4	214.6208866
3	PREMON	11.5	0	0.206	1	0
3	ALCFLO	12	1	0.206	1	0
3	MANBID	11.2	1	0.206	4	731.9390949
3	MYRLEP	30.2	1	0.206	4	214.6208866
3	MYRLEP	35	1	0.206	4	214.6208866
3	ROYBOR	30	0	0.206	0	0
3	SCHMOR	20	1	0.206	5	0
3	SCHMOR	28	1	0.206	5	0
3	SCHMOR	14	1	0.206	5	0
3	MANBID	13	1	0.206	4	731.9390949
3	MANBID	11.5	1	0.206	4	731.9390949
3	MANBID	10.2	1	0.206	4	731.9390949
3	GUAGUI	11	1	0.206	1	0
3	CASARB	10.5	1	0.206	0	227.4352075
3	SCHMOR	16.5	1	0.206	5	0
3	PREMON	22	1	0.206	1	0
3	GUAGUI	10.2	0	0.206	1	0
3	SCHMOR	11	0	0.206	5	0
3	TETBAL	11.1	0	0.206	4	1153.243556
3	TETBAL	14.5	1	0.206	4	1153.243556
3	MYRLEP	14	1	0.206	4	214.6208866
4	PREMON	40	1	0.179	101	2300.658986
4	PREMON	55	1	0.179	101	2300.658986
4	PREMON	37	1	0.179	101	2300.658986
4	PREMON	24	1	0.179	101	2300.658986
4	PREMON	43	1	0.179	101	2300.658986
4	GUAGUI	14	1	0.179	20	0
4	GUAGUI	12	0	0.179	20	0
4	PREMON	40	1	0.179	101	2300.658986
4	PREMON	30	0	0.179	101	2300.658986
4	GUAGUI	16	0	0.179	20	0
4	PREMON	11	0	0.179	101	2300.658986
4	PREMON	26	1	0.179	101	2300.658986
4	PREMON	52	1	0.179	101	2300.658986
4	PREMON	39	1	0.179	101	2300.658986
4	TETBAL	17	1	0.179	1	662.9440654
4	PALRIP	30	0	0.179	0	39.2900929
4	GUAGUI	15	1	0.179	20	0
4	GUAGUI	13	0	0.179	20	0
4	DACEXC	20	0	0.179	1	2006.063989
4	PREMON	40	1	0.179	101	2300.658986
4	MANBID	11	1	0.179	2	1544.714275
4	PREMON	46	1	0.179	101	2300.658986
4	PREMON	50	1	0.179	101	2300.658986
4	PREMON	46	1	0.179	101	2300.658986
4	PREMON	30	1	0.179	101	2300.658986
4	PREMON	35	1	0.179	101	2300.658986
4	PREMON	23	0	0.179	101	2300.658986
4	PREMON	38	1	0.179	101	2300.658986
4	PREMON	32	1	0.179	101	2300.658986
4	PREMON	50	1	0.179	101	2300.658986
4	SCHMOR	11	0	0.179	0	206.119894
4	PREMON	38	1	0.179	101	2300.658986
4	PREMON	61	1	0.179	101	2300.658986
4	PREMON	38	1	0.179	101	2300.658986
4	PREMON	47	1	0.179	101	2300.658986
4	GUAGUI	15	0	0.179	20	0
4	GUAGUI	14	0	0.179	20	0
4	GUAGUI	10.2	0	0.179	20	0
4	GUAGUI	10	0	0.179	20	0
4	GUAGUI	21	0	0.179	20	0
4	DACEXC	16	0	0.179	1	2006.063989
4	PREMON	24	0	0.179	101	2300.658986
4	GUAGUI	10	0	0.179	20	0
4	GUAGUI	36	0	0.179	20	0
4	PREMON	24	0	0.179	101	2300.658986
4	PREMON	25	0	0.179	101	2300.658986
4	PREMON	22	1	0.179	101	2300.658986
4	PREMON	18	0	0.179	101	2300.658986
4	PSYBRA	85	1	0.179	0	0.833228912
4	PREMON	53	1	0.179	101	2300.658986
4	PREMON	33	0	0.179	101	2300.658986
4	PREMON	15	0	0.179	101	2300.658986
4	PREMON	28	1	0.179	101	2300.658986
4	PREMON	28	1	0.179	101	2300.658986
4	PREMON	25	1	0.179	101	2300.658986
4	PREMON	65	1	0.179	101	2300.658986
4	PREMON	60	1	0.179	101	2300.658986
4	GUAGUI	13	0	0.179	20	0
4	PREMON	19	1	0.179	101	2300.658986
4	PREMON	14	0	0.179	101	2300.658986
4	PREMON	30	1	0.179	101	2300.658986
4	PREMON	39	1	0.179	101	2300.658986
4	PREMON	30	1	0.179	101	2300.658986
4	PREMON	74	1	0.179	101	2300.658986
4	PREMON	50	1	0.179	101	2300.658986
4	PREMON	33	1	0.179	101	2300.658986
4	PREMON	15	1	0.179	101	2300.658986
4	PREMON	20	0	0.179	101	2300.658986
4	PREMON	20	0	0.179	101	2300.658986
4	PREMON	38	1	0.179	101	2300.658986
4	PREMON	20	1	0.179	101	2300.658986
4	PREMON	11	1	0.179	101	2300.658986
4	PREMON	20	1	0.179	101	2300.658986
4	PREMON	33	1	0.179	101	2300.658986
4	PREMON	17	0	0.179	101	2300.658986
4	PREMON	31	1	0.179	101	2300.658986
4	PREMON	25	1	0.179	101	2300.658986
4	PREMON	11	0	0.179	101	2300.658986
4	PREMON	21	1	0.179	101	2300.658986
4	PREMON	14	1	0.179	101	2300.658986
4	PREMON	30	1	0.179	101	2300.658986
4	PREMON	28	1	0.179	101	2300.658986
4	PREMON	20	1	0.179	101	2300.658986
4	PREMON	22	1	0.179	101	2300.658986
4	PREMON	28	0	0.179	101	2300.658986
4	PREMON	32	1	0.179	101	2300.658986
4	PREMON	23	1	0.179	101	2300.658986
4	PREMON	28	0	0.179	101	2300.658986
4	PREMON	30	1	0.179	101	2300.658986
4	PREMON	16	0	0.179	101	2300.658986
4	PREMON	40	1	0.179	101	2300.658986
4	PREMON	35	0	0.179	101	2300.658986
4	PREMON	30	1	0.179	101	2300.658986
4	PREMON	37	1	0.179	101	2300.658986
4	PREMON	35	1	0.179	101	2300.658986
4	PREMON	33	1	0.179	101	2300.658986
4	PREMON	20	1	0.179	101	2300.658986
4	PREMON	30	1	0.179	101	2300.658986
4	TETBAL	18	1	0.179	1	662.9440654
4	PREMON	42	1	0.179	101	2300.658986
4	PREMON	26	1	0.179	101	2300.658986
4	PREMON	34	1	0.179	101	2300.658986
4	PREMON	50	1	0.179	101	2300.658986
4	PREMON	30	0	0.179	101	2300.658986
4	GUAGUI	22	0	0.179	20	0
4	PREMON	30	0	0.179	101	2300.658986
4	GUAGUI	28	0	0.179	20	0
4	PREMON	49	1	0.179	101	2300.658986
4	SAPLAU	16	0	0.179	0	0
4	PREMON	40	1	0.179	101	2300.658986
4	PREMON	48	1	0.179	101	2300.658986
4	PREMON	44	1	0.179	101	2300.658986
4	MANBID	12	1	0.179	2	1544.714275
4	PSYMAL	40	1	0.179	5	0
4	PSYMAL	30	1	0.179	5	0
4	PREMON	55	1	0.179	101	2300.658986
4	PREMON	34	1	0.179	101	2300.658986
4	PREMON	28.5	1	0.179	101	2300.658986
4	PREMON	30	0	0.179	101	2300.658986
4	PREMON	32	1	0.179	101	2300.658986
4	PSYMAL	15	1	0.179	5	0
4	GUAGUI	13	0	0.179	20	0
4	PREMON	16	0	0.179	101	2300.658986
4	PSYMAL	37	1	0.179	5	0
4	GUAGUI	22	0	0.179	20	0
4	PSYMAL	32	1	0.179	5	0
4	PREMON	34	1	0.179	101	2300.658986
4	PSYMAL	24	1	0.179	5	0
4	PREMON	50	1	0.179	101	2300.658986
4	GUAGUI	12	1	0.179	20	0
4	GUAGUI	16	0	0.179	20	0
4	PREMON	44	1	0.179	101	2300.658986
4	GUAGUI	16	0	0.179	20	0
4	MANBID	17	1	0.179	2	1544.714275
4	PREMON	30	1	0.179	101	2300.658986
4	PREMON	40	1	0.179	101	2300.658986
4	PREMON	41	1	0.179	101	2300.658986
4	GUAGUI	11	0	0.179	20	0
5	GUAGUI	16	0	0.153	5	2826.946441
5	GUAGUI	12	0	0.153	5	2826.946441
5	GUAGUI	28	0	0.153	5	2826.946441
5	PREMON	28	1	0.153	0	2816.005845
5	GUAGUI	10.6	1	0.153	5	2826.946441
5	PIPGLA	14	0	0.153	0	0
5	GUAGUI	10.5	0	0.153	5	2826.946441
5	GUAGUI	12	0	0.153	5	2826.946441
6	GUAGUI	10	0	0.104	7	2378.617608
6	SLOBER	18	0	0.104	3	2595.914896
6	SLOBER	14.2	0	0.104	3	2595.914896
6	MYRSPL	13	1	0.104	0	1.431388153
6	PREMON	18	1	0.104	1	3384.909005
6	GUAGUI	12	0	0.104	7	2378.617608
6	GUAGUI	13	0	0.104	7	2378.617608
6	ROYBOR	23.5	0	0.104	1	0
6	PIPGLA	12	0	0.104	1	0
6	PIPGLA	11.5	1	0.104	1	0
6	ROYBOR	41	0	0.104	1	0
6	GUAGUI	13.5	1	0.104	7	2378.617608
6	GUAGUI	15	0	0.104	7	2378.617608
6	SLOBER	12	1	0.104	3	2595.914896
6	GUAGUI	12	0	0.104	7	2378.617608
6	GUAGUI	12.5	0	0.104	7	2378.617608
6	GUAGUI	14	0	0.104	7	2378.617608
6	PREMON	21.5	0	0.104	1	3384.909005
6	SLOBER	15	0	0.104	3	2595.914896
7	SCHMOR	11.5	1	0.299	0	25.0330742
7	GUAGUI	16.5	0	0.299	7	2925.638082
7	GUAGUI	12	1	0.299	7	2925.638082
7	GUAGUI	14	1	0.299	7	2925.638082
7	TETBAL	26	1	0.299	1	21.07042631
7	HOMRAC	41.5	1	0.299	1	0
7	ROYBOR	37	0	0.299	1	0
7	GUAGUI	17	0	0.299	7	2925.638082
7	GUAGUI	10.5	1	0.299	7	2925.638082
7	PREMON	40	1	0.299	0	2540.111178
7	HOMRAC	26	1	0.299	1	0
7	SLOBER	33	1	0.299	0	2325.934984
7	GUAGUI	18	1	0.299	7	2925.638082
7	ROYBOR	35.5	0	0.299	1	0
7	GUAGUI	12	1	0.299	7	2925.638082
7	OCOSIN	16	1	0.299	0	0
7	GUAGUI	16	0	0.299	7	2925.638082
8	SLOBER	17.5	0	0.099	0	1511.729908
8	HOMRAC	15.5	1	0.099	0	2123.716634
8	PSYBER	22.5	0	0.099	0	74.44113748
8	OCOSIN	13.5	1	0.099	0	0
9	GUAGUI	16.5	1	0.203	3	88.24733764
9	TETBAL	13.2	0	0.203	1	184.9289876
9	TETBAL	14	0	0.203	1	184.9289876
9	GUAGUI	24	1	0.203	3	88.24733764
9	GUAGUI	17	1	0.203	3	88.24733764
9	PREMON	26	0	0.203	0	2810.350978
9	GUAGUI	17	0	0.203	3	88.24733764
10	INGLAU	29	1	0.187	0	226.9800692
10	GUAGUI	14	0	0.187	3	41.99720329
10	ROYBOR	35	0	0.187	0	0
10	GUAGUI	10	1	0.187	3	41.99720329
10	GUAGUI	15.5	0	0.187	3	41.99720329
10	GUAGUI	14	0	0.187	3	41.99720329
10	HOMRAC	13.5	0	0.187	0	0
11	GUAGUI	19	1	0.149	10	312.0386903
11	GUAGUI	20.5	1	0.149	10	312.0386903
11	PSYBRA	49	1	0.149	1	1.306981084
11	PSYBRA	16.5	1	0.149	1	1.306981084
11	DACEXC	21	0	0.149	0	1023.240289
11	GUAGLA	21	1	0.149	2	70.88218425
11	PREMON	21	0	0.149	4	3883.73894
11	GUAGLA	47.5	1	0.149	2	70.88218425
11	GUAGUI	16	1	0.149	10	312.0386903
11	SLOBER	10	0	0.149	11	3455.652409
11	SLOBER	13	1	0.149	11	3455.652409
11	CROPOE	22.5	1	0.149	4	213.82465
11	CROPOE	18	1	0.149	4	213.82465
11	OCOLEU	12	1	0.149	0	0
11	PREMON	37	1	0.149	4	3883.73894
11	OCOSIN	15	1	0.149	3	0
11	SLOBER	18.5	0	0.149	11	3455.652409
11	SLOBER	10	0	0.149	11	3455.652409
11	GUAGUI	17	0	0.149	10	312.0386903
11	SLOBER	18.5	0	0.149	11	3455.652409
11	SLOBER	19	1	0.149	11	3455.652409
11	PREMON	26.5	1	0.149	4	3883.73894
11	CROPOE	12	1	0.149	4	213.82465
11	TABHET	42.5	1	0.149	0	140.7676197
11	SLOBER	15	0	0.149	11	3455.652409
11	GUAGUI	12	1	0.149	10	312.0386903
11	PSESPU	30	1	0.149	0	4.374353611
11	CROPOE	10.5	1	0.149	4	213.82465
11	ROYBOR	31.5	0	0.149	1	0
11	ROYBOR	20	0	0.149	1	0
11	PREMON	31	1	0.149	4	3883.73894
11	GUAGLA	15	1	0.149	2	70.88218425
11	SLOBER	11.7	1	0.149	11	3455.652409
11	GUAGUI	11	0	0.149	10	312.0386903
11	SLOBER	13	1	0.149	11	3455.652409
11	GUAGUI	13	0	0.149	10	312.0386903
11	SLOBER	18	0	0.149	11	3455.652409
11	OCOSIN	11	1	0.149	3	0
11	SCHMOR	19	0	0.149	0	0
11	GUAGUI	11	0	0.149	10	312.0386903
11	OCOSIN	11	0	0.149	3	0
11	GUAGUI	18	1	0.149	10	312.0386903
11	OCOSIN	20	0	0.149	3	0
11	PREMON	33	0	0.149	4	3883.73894
11	GUAGUI	10	0	0.149	10	312.0386903
11	GUAGUI	15	1	0.149	10	312.0386903
11	SLOBER	13.5	1	0.149	11	3455.652409
11	CROPOE	14	1	0.149	4	213.82465
11	SLOBER	17	1	0.149	11	3455.652409
12	CASSYL	10	1	0.168	0	65.22087721
12	DACEXC	20	0	0.168	0	144.7253196
12	MICPRA	36	1	0.168	0	0
12	PREMON	42	1	0.168	5	3885.199781
12	TETBAL	36	1	0.168	0	63.3518652
12	PREMON	25	0	0.168	5	3885.199781
12	PREMON	31.5	0	0.168	5	3885.199781
12	PIPGLA	12	0	0.168	1	0
12	CROPOE	10	1	0.168	0	568.2041553
12	SLOBER	73	1	0.168	0	353.8550164
12	PREMON	15	0	0.168	5	3885.199781
12	PREMON	34	0	0.168	5	3885.199781
12	HIRRUG	18	0	0.168	0	0
12	PIPGLA	11	0	0.168	1	0
12	INGLAU	13	1	0.168	0	54.10607948
12	PREMON	15	0	0.168	5	3885.199781
13	PSYBRA	115	1	0.166	4	2.243489854
13	PSYBRA	41	1	0.166	4	2.243489854
13	PSYBRA	50	1	0.166	4	2.243489854
13	PREMON	48.5	1	0.166	0	3664.644268
13	SLOBER	15	1	0.166	1	354.1778151
13	DACEXC	30	0	0.166	0	2889.354179
13	GUAGUI	15	0	0.166	1	4.006473111
13	SLOBER	11.5	1	0.166	1	354.1778151
13	GUAGUI	16	0	0.166	1	4.006473111
13	PSYBRA	67	1	0.166	4	2.243489854
13	PSYBRA	79	1	0.166	4	2.243489854
14	PSYMAL	69	0	0.1	6	0
14	PREMON	32.2	0	0.1	4	2458.461185
14	PSYMAL	23	1	0.1	6	0
14	PSYMAL	38	1	0.1	6	0
14	PSYBRA	14	1	0.1	4	146.7773294
14	PSYMAL	50	1	0.1	6	0
14	SLOBER	15	1	0.1	3	1050.628144
14	PSYMAL	27	1	0.1	6	0
14	PSYMAL	47	1	0.1	6	0
14	PSYBRA	48	1	0.1	4	146.7773294
14	PSYMAL	32	1	0.1	6	0
14	PSYBRA	10	1	0.1	4	146.7773294
14	SLOBER	19	1	0.1	3	1050.628144
14	SLOBER	16	1	0.1	3	1050.628144
14	PSYBRA	84	1	0.1	4	146.7773294
14	PSYBRA	11	0	0.1	4	146.7773294
14	INGLAU	191	1	0.1	0	123.8149574
14	LASLAN	20	1	0.1	0	0
14	SLOBER	15	1	0.1	3	1050.628144
14	PREMON	12.5	0	0.1	4	2458.461185
14	PREMON	17	1	0.1	4	2458.461185
14	PREMON	14	1	0.1	4	2458.461185
14	PREMON	15	0	0.1	4	2458.461185
15	DACEXC	15	0	0.228	3	2180.579461
15	DACEXC	16	0	0.228	3	2180.579461
15	CHIDOM	15	1	0.228	0	1.5393804
15	DACEXC	20	0	0.228	3	2180.579461
15	DACEXC	24	0	0.228	3	2180.579461
15	HIRRUG	80.7	1	0.228	1	102.0703453
15	GUAGUI	10	1	0.228	1	0
15	TRIPAL	42	1	0.228	0	61.8343974
15	HIRRUG	141	1	0.228	1	102.0703453
15	CASARB	16	1	0.228	0	410.934849
15	GUAGUI	10	0	0.228	1	0
16	SAPLAU	14	0	0.385	0	0
16	PSYDEF	150	1	0.385	0	0
16	SLOBER	29	1	0.385	1	604.1669874
16	PREMON	30	0	0.385	1	2592.135952
16	PSYBER	10	0	0.385	1	85.97612323
16	SLOBER	160	1	0.385	1	604.1669874
16	SCHMOR	32	1	0.385	1	364.1157722
16	PREMON	24	1	0.385	1	2592.135952
16	PSYBRA	56	1	0.385	2	75.68104556
16	PSYBRA	56	1	0.385	2	75.68104556
16	MYRDEF	190	1	0.385	0	7.533853343
16	PSYBRA	20	0	0.385	2	75.68104556
16	PSYBER	147	0	0.385	1	85.97612323
16	SCHMOR	30	0	0.385	1	364.1157722
17	MANBID	12	1	0.331	10	11.52438287
17	MATDOM	10	0	0.331	1	876.1587752
17	MANBID	15	0	0.331	10	11.52438287
17	SCHMOR	10	1	0.331	3	0
17	OCOLEU	10	1	0.331	1	0
17	SCHMOR	24	0	0.331	3	0
17	SCHMOR	18.5	1	0.331	3	0
17	MANBID	22.5	0	0.331	10	11.52438287
17	MANBID	16	1	0.331	10	11.52438287
17	MANBID	32.5	1	0.331	10	11.52438287
17	GUAGUI	14	0	0.331	5	0
17	MANBID	13.5	1	0.331	10	11.52438287
17	MANBID	13	0	0.331	10	11.52438287
17	MANBID	12.5	1	0.331	10	11.52438287
17	SAPLAU	11	0	0.331	0	543.2520556
17	MANBID	83	1	0.331	10	11.52438287
17	ALCLAT	10	0	0.331	0	6.855662028
17	TETBAL	21.5	1	0.331	1	2.187333885
17	OCOLEU	22	1	0.331	1	0
17	MATDOM	11	0	0.331	1	876.1587752
17	MANBID	24	1	0.331	10	11.52438287
17	SCHMOR	18	0	0.331	3	0
17	PSYBRA	13	0	0.331	2	36.6748741
17	PREMON	40	0	0.331	0	1591.106723
17	GUAGUI	20	0	0.331	5	0
17	PSYBRA	10	0	0.331	2	36.6748741
17	TETBAL	18	0	0.331	1	2.187333885
17	GUAGUI	11	0	0.331	5	0
17	PSYBRA	39	1	0.331	2	36.6748741
17	GUAGUI	10	1	0.331	5	0
17	MANBID	10	0	0.331	10	11.52438287
17	GUAGUI	14	1	0.331	5	0
17	GUAGUI	10.5	0	0.331	5	0
18	INGLAU	13.5	0	0.286	32	108.3014587
18	GUAGUI	15	0	0.286	28	0
18	INGLAU	14	1	0.286	32	108.3014587
18	SAPLAU	10	1	0.286	1	0
18	INGLAU	19.5	0	0.286	32	108.3014587
18	INGLAU	16	1	0.286	32	108.3014587
18	INGLAU	20.5	1	0.286	32	108.3014587
18	PREMON	31	0	0.286	4	2777.599875
18	GUAGUI	13	1	0.286	28	0
18	TABHET	10.5	1	0.286	2	0
18	INGLAU	19	0	0.286	32	108.3014587
18	GUAGUI	12	0	0.286	28	0
18	PSYBER	12	1	0.286	7	0
18	PREMON	13	0	0.286	4	2777.599875
18	INGLAU	15	0	0.286	32	108.3014587
18	INGLAU	18.5	1	0.286	32	108.3014587
18	PSYBER	11	0	0.286	7	0
18	OCOSIN	16.5	1	0.286	0	0
18	INGLAU	15	1	0.286	32	108.3014587
18	INGLAU	16.5	1	0.286	32	108.3014587
18	INGLAU	15	1	0.286	32	108.3014587
18	INGLAU	26	0	0.286	32	108.3014587
18	INGLAU	17	1	0.286	32	108.3014587
18	INGLAU	25	1	0.286	32	108.3014587
18	INGLAU	15.5	1	0.286	32	108.3014587
18	GUAGUI	18	0	0.286	28	0
18	GUAGUI	10.5	1	0.286	28	0
18	INGLAU	16.5	1	0.286	32	108.3014587
18	PREMON	30	0	0.286	4	2777.599875
18	GUAGUI	16	1	0.286	28	0
18	PSYBER	13	1	0.286	7	0
18	INGLAU	14	0	0.286	32	108.3014587
18	MANBID	11	1	0.286	1	2874.469549
18	GUAGUI	16	0	0.286	28	0
18	GUAGUI	13	0	0.286	28	0
18	INGLAU	18	1	0.286	32	108.3014587
18	INGLAU	17	1	0.286	32	108.3014587
18	GUAGUI	16	0	0.286	28	0
18	GUAGUI	15.5	0	0.286	28	0
18	GUAGUI	14	0	0.286	28	0
18	SCHMOR	13	0	0.286	0	0
18	GUAGUI	12	0	0.286	28	0
18	GUAGUI	12	0	0.286	28	0
18	TABHET	12	0	0.286	2	0
18	GUAGUI	14	0	0.286	28	0
18	GUAGUI	16	0	0.286	28	0
18	GUAGUI	10	0	0.286	28	0
18	GUAGUI	10	0	0.286	28	0
18	INGLAU	23	1	0.286	32	108.3014587
18	GUAGUI	15	1	0.286	28	0
18	PSYBER	16	1	0.286	7	0
18	TABHET	12	0	0.286	2	0
18	OCOLEU	31	1	0.286	1	0
18	GUAGUI	12.5	0	0.286	28	0
18	INGLAU	13.5	1	0.286	32	108.3014587
18	INGLAU	13	1	0.286	32	108.3014587
18	MANBID	23.5	1	0.286	1	2874.469549
18	OCOLEU	27.5	1	0.286	1	0
18	PREMON	35	0	0.286	4	2777.599875
18	INGLAU	30	1	0.286	32	108.3014587
18	INGLAU	22	1	0.286	32	108.3014587
18	INGLAU	11	0	0.286	32	108.3014587
18	GUAGUI	10	0	0.286	28	0
18	GUAGUI	14	0	0.286	28	0
18	GUAGUI	11	0	0.286	28	0
18	PSYBER	30	0	0.286	7	0
18	INGLAU	10	0	0.286	32	108.3014587
18	GUAGUI	13	0	0.286	28	0
18	GUAGUI	10	0	0.286	28	0
18	INGLAU	13	0	0.286	32	108.3014587
18	INGLAU	20.7	1	0.286	32	108.3014587
18	PREMON	25	0	0.286	4	2777.599875
18	SAPLAU	11	0	0.286	1	0
18	GUAGUI	10.2	0	0.286	28	0
18	GUAGUI	12	0	0.286	28	0
18	INGLAU	12	1	0.286	32	108.3014587
18	INGLAU	10	0	0.286	32	108.3014587
18	GUAGUI	10	1	0.286	28	0
18	INGLAU	14	0	0.286	32	108.3014587
18	PSYBER	23	1	0.286	7	0
18	INGLAU	17	1	0.286	32	108.3014587
18	GUAGUI	16	0	0.286	28	0
18	GUAGUI	13	1	0.286	28	0
18	INGLAU	12	1	0.286	32	108.3014587
18	PSYBER	16	1	0.286	7	0
18	PSYBER	11	1	0.286	7	0
19	FAROCC	30	1	0.127	3	615.8802585
19	ROYBOR	37	0	0.127	0	1534.385268
19	ARDGLA	11	1	0.127	0	0
19	ARDOBO	12	0	0.127	0	49.92469819
19	FAROCC	97	1	0.127	3	615.8802585
19	PREMON	300	0	0.127	2	1894.474618
19	PREMON	40	0	0.127	2	1894.474618
19	PIPGLA	30	0	0.127	0	0
19	HOMRAC	20	1	0.127	0	1877.706367
19	FAROCC	21	0	0.127	3	615.8802585
19	GUAGUI	13	0	0.127	3	3.732526232
19	TRIPAL	71	1	0.127	0	40.71504079
19	GUAGUI	14	0	0.127	3	3.732526232
19	FAROCC	125	1	0.127	3	615.8802585
19	PREMON	140	1	0.127	2	1894.474618
19	GUAGUI	12	0	0.127	3	3.732526232
19	GUAGUI	14	0	0.127	3	3.732526232
20	TETBAL	17	1	0.382	1	22.97572371
20	GUAGUI	14	1	0.382	0	2.081305133
20	TABHET	24	1	0.382	0	0
20	TETBAL	11	1	0.382	1	22.97572371
20	MANBID	15	1	0.382	0	1302.661001
20	GUTCAR	10.7	0	0.382	0	142.7932401
20	CALCAL	31	0	0.382	0	0
21	PSYBER	14	0	0.191	0	99.22563317
21	GUAGUI	18	0	0.191	0	1475.566799
21	PIPGLA	150	1	0.191	0	8.040356618
22	DRYGLA	22	0	0.401	0	83.32289115
22	INGLAU	22	0	0.401	0	487.9399187
22	PREMON	18	0	0.401	0	1778.141442
22	GUAGUI	13	0	0.401	1	4662.469073
22	CASARB	80	1	0.401	0	57.37459247
22	GUAGUI	12	0	0.401	1	4662.469073
23	GUAGUI	14	1	0.401	2	0
23	SCHMOR	10	0	0.401	5	312.5766095
23	SCHMOR	15	1	0.401	5	312.5766095
23	OCOLEU	18	1	0.401	0	68.17845107
23	TABHET	11	0	0.401	3	919.6505126
23	SCHMOR	16	1	0.401	5	312.5766095
23	SCHMOR	18.2	1	0.401	5	312.5766095
23	GUAGUI	17	1	0.401	2	0
23	CORBOR	32	1	0.401	0	2.405281875
23	GUAGUI	15	0	0.401	2	0
23	TABHET	10.2	1	0.401	3	919.6505126
23	TABHET	10	1	0.401	3	919.6505126
23	TABHET	14	1	0.401	3	919.6505126
23	SCHMOR	18	1	0.401	5	312.5766095
23	PREMON	25	0	0.401	0	2776.492463
23	PIPGLA	48	1	0.401	0	0
23	SAPLAU	14	0	0.401	0	0
23	SCHMOR	13	0	0.401	5	312.5766095
24	GUAGUI	15	0	0.406	3	0
24	GUTCAR	30	1	0.406	2	3026.614761
24	MANBID	12	1	0.406	2	207.8351251
24	TABHET	10	0	0.406	3	1505.248331
24	HIRRUG	48	1	0.406	0	83.0965394
24	CASARB	200	1	0.406	0	699.7496297
24	MANBID	10	0	0.406	2	207.8351251
24	GUAGUI	10	1	0.406	3	0
24	GUAGUI	12	0	0.406	3	0
24	GUAGUI	15	0	0.406	3	0
24	TABHET	15	0	0.406	3	1505.248331
24	MANBID	97	1	0.406	2	207.8351251
24	TABHET	10	0	0.406	3	1505.248331
24	PSYBRA	25	0	0.406	0	15.87493892
24	CSSGUI	17	0	0.406	0	0
24	TABHET	14	1	0.406	3	1505.248331
24	GUTCAR	14	0	0.406	2	3026.614761
24	GUTCAR	11	0	0.406	2	3026.614761
24	MYRDEF	17	0	0.406	0	12.32533192
25	PALRIP	15	0	0.529	0	37.57706097
25	TABHET	17	1	0.529	1	131.6339888
25	TABHET	10.5	0	0.529	1	131.6339888
25	ANDINE	70	1	0.529	0	146.1029865
25	PSYBRA	160	1	0.529	0	164.2302117
25	INGLAU	24	1	0.529	0	13.14732964
25	IXOFER	26	1	0.529	1	72.38229474
25	IXOFER	22	1	0.529	1	72.38229474
25	PREMON	30	0	0.529	1	1560.13062
25	PREMON	36	1	0.529	1	1560.13062
26	GUAGUI	25	1	0.253	5	9.897980354
26	ALCLAT	23	0	0.253	8	1527.066692
26	PREMON	83	1	0.253	1	2066.633895
