PLOT	SPECIES	HEIGHT	STATUS	LIGHT	CONS	CONBA
142	GUAGUI	12	0	0.221	6	593.9573611
142	PREMON	135	1	0.221	3	4505.74287
142	GUAGUI	10	0	0.221	6	593.9573611
142	PREMON	11	0	0.221	3	4505.74287
142	PIPGLA	20	0	0.221	0	0
142	GUAGUI	10	0	0.221	6	593.9573611
142	MATDOM	15.5	1	0.221	1	755.9281394
142	PREMON	14.5	0	0.221	3	4505.74287
142	GUAGUI	15	1	0.221	6	593.9573611
142	CASARB	159	1	0.221	2	192.4109261
142	MATDOM	12.5	0	0.221	1	755.9281394
142	CASARB	41	1	0.221	2	192.4109261
143	PREMON	42	0	0.384	5	4026.49291
143	CASARB	14	0	0.384	0	0.899202357
143	PSYBRA	64	1	0.384	0	16.77610477
143	PIPGLA	34	0	0.384	0	0
143	TABHET	15	0	0.384	0	734.4415306
143	PREMON	43	0	0.384	5	4026.49291
143	PREMON	30	0	0.384	5	4026.49291
143	PREMON	23	0	0.384	5	4026.49291
143	PSYBER	90	0	0.384	1	562.2084257
143	PSYBER	88	0	0.384	1	562.2084257
143	PREMON	40	0	0.384	5	4026.49291
143	GUAGUI	14	0	0.384	1	51.5299735
143	GUAGUI	22	1	0.384	1	51.5299735
143	PREMON	60	0	0.384	5	4026.49291
144	PREMON	35	0	0.2	10	4489.736455
144	TABHET	15.5	1	0.2	0	0
144	CASARB	54	1	0.2	1	384.9043191
144	CASARB	42	1	0.2	1	384.9043191
144	PIPGLA	51	0	0.2	1	0
144	PREMON	54	1	0.2	10	4489.736455
144	ROYBOR	32	0	0.2	0	0
144	PREMON	39.5	0	0.2	10	4489.736455
144	PREMON	46	1	0.2	10	4489.736455
144	PREMON	44.5	1	0.2	10	4489.736455
144	GUAGUI	10	0	0.2	2	1182.858407
144	PREMON	33	0	0.2	10	4489.736455
144	PREMON	20	0	0.2	10	4489.736455
144	PSYBER	11	0	0.2	4	186.5702342
144	INGLAU	21	1	0.2	0	735.1679453
144	GUAGUI	15	1	0.2	2	1182.858407
144	PSYBER	27	0	0.2	4	186.5702342
144	PALRIP	15	0	0.2	1	0
144	PSYBER	46	1	0.2	4	186.5702342
144	PREMON	19.5	0	0.2	10	4489.736455
144	PIPGLA	33	1	0.2	1	0
144	PALRIP	13	0	0.2	1	0
144	PREMON	26	0	0.2	10	4489.736455
144	MYRSPL	78	1	0.2	0	44.92618866
144	GUAGUI	28.5	0	0.2	2	1182.858407
144	PSYBER	24	1	0.2	4	186.5702342
144	PREMON	53	0	0.2	10	4489.736455
144	PSYBER	13	0	0.2	4	186.5702342
144	PREMON	55	0	0.2	10	4489.736455
145	PREMON	600	1	0.135	4	5287.873777
145	PREMON	16	0	0.135	4	5287.873777
145	PREMON	12.5	0	0.135	4	5287.873777
145	GUAGUI	11	0	0.135	9	1906.742537
145	PREMON	14.8	0	0.135	4	5287.873777
145	GUAGUI	13	0	0.135	9	1906.742537
145	GUAGUI	10.5	0	0.135	9	1906.742537
145	PALRIP	10.5	0	0.135	1	0
145	PALRIP	10.5	0	0.135	1	0
145	GUAGUI	10	0	0.135	9	1906.742537
145	GUAGUI	10.5	0	0.135	9	1906.742537
145	GUAGUI	10	0	0.135	9	1906.742537
145	PIPHIS	17.7	0	0.135	0	0
145	ROYBOR	28	0	0.135	0	0
145	GUAGUI	11	0	0.135	9	1906.742537
145	GUAGUI	10	0	0.135	9	1906.742537
145	GUAGUI	12	0	0.135	9	1906.742537
145	OCOLEU	160	0	0.135	1	109.3588403
145	OCOLEU	20	0	0.135	1	109.3588403
145	PREMON	13	0	0.135	4	5287.873777
145	GUAGUI	13	0	0.135	9	1906.742537
146	PREMON	44.5	0	0.315	22	5530.067008
146	PREMON	21	0	0.315	22	5530.067008
146	PREMON	18	0	0.315	22	5530.067008
146	INGLAU	20	1	0.315	0	257.1736806
146	GUAGUI	14	0	0.315	3	0
146	MYRSPL	19	0	0.315	0	1.743662463
146	PREMON	10.7	0	0.315	22	5530.067008
146	PREMON	16	0	0.315	22	5530.067008
146	PREMON	17	0	0.315	22	5530.067008
146	PREMON	29	0	0.315	22	5530.067008
146	PREMON	24	0	0.315	22	5530.067008
146	GUAGUI	20	1	0.315	3	0
146	PREMON	50	1	0.315	22	5530.067008
146	PREMON	22	0	0.315	22	5530.067008
146	PREMON	50	0	0.315	22	5530.067008
146	PREMON	23.5	0	0.315	22	5530.067008
146	PREMON	30	1	0.315	22	5530.067008
146	GONSPI	36	1	0.315	0	0
146	PREMON	12	0	0.315	22	5530.067008
146	PREMON	33	0	0.315	22	5530.067008
146	PREMON	22	0	0.315	22	5530.067008
146	PREMON	13	0	0.315	22	5530.067008
146	PREMON	186	1	0.315	22	5530.067008
146	PREMON	25	0	0.315	22	5530.067008
146	PREMON	28	0	0.315	22	5530.067008
146	GUAGUI	46	0	0.315	3	0
146	GUAGUI	18	0	0.315	3	0
146	TABHET	11.5	0	0.315	0	1917.43966
146	PREMON	20	0	0.315	22	5530.067008
146	PSYBER	12.2	0	0.315	0	85.41032239
146	PREMON	10	0	0.315	22	5530.067008
146	PREMON	32	0	0.315	22	5530.067008
147	GUAGUI	11	0	0.279	7	1209.277552
147	GUAGUI	13	1	0.279	7	1209.277552
147	GUAGUI	17	0	0.279	7	1209.277552
147	GUAGUI	11	0	0.279	7	1209.277552
147	TRIPAL	20	0	0.279	0	69.31892774
147	GUAGUI	14	1	0.279	7	1209.277552
147	GUAGUI	20	0	0.279	7	1209.277552
147	GUAGUI	13.4	0	0.279	7	1209.277552
147	GUAGUI	15	0	0.279	7	1209.277552
147	OCOSIN	17	1	0.279	0	0
148	SCHMOR	10	0	0.655	2	5.160144473
148	BYRSPI	22	1	0.655	33	0
148	ALCLAT	33	0	0.655	3	2.688025214
148	ZANMAR	12	0	0.655	15	0
148	ZANMAR	16.5	0	0.655	15	0
148	GUAGUI	21.5	1	0.655	11	194.2289658
148	BYRSPI	12	1	0.655	33	0
148	ZANMAR	15	0	0.655	15	0
148	BYRSPI	19.5	1	0.655	33	0
148	ZANMAR	16	0	0.655	15	0
148	ZANMAR	18	0	0.655	15	0
148	GUAGUI	14	1	0.655	11	194.2289658
148	ZANMAR	21	0	0.655	15	0
148	ZANMAR	10.5	0	0.655	15	0
148	BYRSPI	11	1	0.655	33	0
148	ZANMAR	13	1	0.655	15	0
148	MYRLEP	49	1	0.655	0	0
148	BYRSPI	33	1	0.655	33	0
148	ZANMAR	18	0	0.655	15	0
148	PALRIP	23	0	0.655	2	2.997236471
148	ZANMAR	17.5	0	0.655	15	0
148	TABHET	10	0	0.655	1	0
148	SAPLAU	111.5	1	0.655	0	0
148	BYRSPI	23	1	0.655	33	0
148	BYRSPI	20.5	1	0.655	33	0
148	BYRSPI	18	1	0.655	33	0
148	BYRSPI	20	0	0.655	33	0
148	BYRSPI	33	1	0.655	33	0
148	PIPGLA	24	1	0.655	4	0
148	BYRSPI	25	1	0.655	33	0
148	ZANMAR	15	0	0.655	15	0
148	PALRIP	72	1	0.655	2	2.997236471
148	BYRSPI	29	1	0.655	33	0
148	SCHMOR	17	0	0.655	2	5.160144473
148	BYRSPI	18	1	0.655	33	0
148	ALCLAT	90	1	0.655	3	2.688025214
148	BYRSPI	29	1	0.655	33	0
148	BYRSPI	28	1	0.655	33	0
148	PSYBRA	145	1	0.655	0	35.37810319
148	GUAGUI	15	0	0.655	11	194.2289658
148	BYRSPI	17.5	0	0.655	33	0
148	BYRSPI	12.5	0	0.655	33	0
148	BYRSPI	79	1	0.655	33	0
148	BYRSPI	107	0	0.655	33	0
148	BYRSPI	27	1	0.655	33	0
148	BYRSPI	18	0	0.655	33	0
148	BYRSPI	17	0	0.655	33	0
148	BYRSPI	15	0	0.655	33	0
148	BYRSPI	20	0	0.655	33	0
148	MYRDEF	36	1	0.655	0	184.7807044
148	BYRSPI	24	0	0.655	33	0
148	ZANMAR	49.5	1	0.655	15	0
148	ZANMAR	16	0	0.655	15	0
148	GUAGUI	22	0	0.655	11	194.2289658
148	BYRSPI	33	1	0.655	33	0
148	GUAGUI	29	0	0.655	11	194.2289658
148	GUAGUI	26	0	0.655	11	194.2289658
148	GUAGUI	28	0	0.655	11	194.2289658
148	GUAGUI	27	0	0.655	11	194.2289658
148	BYRSPI	40.5	1	0.655	33	0
148	ALCLAT	55	0	0.655	3	2.688025214
148	SCHMOR	10	0	0.655	2	5.160144473
148	BYRSPI	25	0	0.655	33	0
148	PSYBER	51	1	0.655	0	185.6402442
148	BYRSPI	23.5	1	0.655	33	0
148	ZANMAR	25	1	0.655	15	0
148	OCOLEU	30	1	0.655	0	0
148	TABHET	12	0	0.655	1	0
148	GUAGUI	25	1	0.655	11	194.2289658
148	PIPGLA	64	1	0.655	4	0
148	ALCLAT	33	0	0.655	3	2.688025214
148	BYRSPI	13.8	1	0.655	33	0
148	PIPGLA	110	1	0.655	4	0
148	BYRSPI	15.3	1	0.655	33	0
148	PIPGLA	12	1	0.655	4	0
148	GUAGUI	17	1	0.655	11	194.2289658
148	ZANMAR	20	0	0.655	15	0
148	BYRSPI	26	0	0.655	33	0
148	BYRSPI	46.2	0	0.655	33	0
148	PIPGLA	100	1	0.655	4	0
148	GUAGUI	20	1	0.655	11	194.2289658
148	BYRSPI	24	1	0.655	33	0
148	GUAGUI	16.5	0	0.655	11	194.2289658
148	PALRIP	22	1	0.655	2	2.997236471
148	ZANMAR	47	1	0.655	15	0
149	GUAGUI	20	0	0.683	8	1601.003133
149	PREMON	26	1	0.683	5	2720.854857
149	MICIMP	206	1	0.683	0	4.147687701
149	CASSYL	22	1	0.683	0	261.6294015
149	GUAGUI	11	1	0.683	8	1601.003133
149	GUAGUI	36	1	0.683	8	1601.003133
149	GUAGUI	20	1	0.683	8	1601.003133
149	OCOLEU	18	1	0.683	0	0
149	CORBOR	11	0	0.683	1	98.95145067
149	ALCLAT	40	0	0.683	0	4.379458699
149	CORBOR	20	1	0.683	1	98.95145067
149	PREMON	32	1	0.683	5	2720.854857
149	ROYBOR	50	0	0.683	1	0
149	OCOSIN	13	1	0.683	0	0
149	PREMON	39	0	0.683	5	2720.854857
149	PREMON	34	0	0.683	5	2720.854857
149	ROYBOR	45	0	0.683	1	0
149	PALRIP	17	0	0.683	0	20.76451372
149	GUAGUI	24	1	0.683	8	1601.003133
149	GUAGUI	20	0	0.683	8	1601.003133
149	PIPGLA	37	0	0.683	0	4.25481601
149	CROPOE	11	0	0.683	0	0
149	PREMON	300	1	0.683	5	2720.854857
149	GUAGLA	20	0	0.683	0	0
149	GUAGUI	16	1	0.683	8	1601.003133
149	GUAGUI	18	1	0.683	8	1601.003133
149	GUAGUI	16	1	0.683	8	1601.003133
149	PREMON	10	0	0.683	5	2720.854857
150	PIPGLA	50	1	0.491	2	0
150	PIPGLA	40	1	0.491	2	0
